Naveen Cal 08
Date:,2014/09/26
Time:,13:12:22
Type:,toppler2
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,leg1,,,leg2,,,leg3,,,torso1,,,torso2,,,torso3,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
7364,-344.984192,81.249657,413.902802,-291.352386,153.892395,259.874725,-328.393280,124.746887,154.350601,-321.451416,-94.240868,680.664551,-334.696167,-51.891953,625.645630,-365.453339,-6.890110,588.383728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7365,-345.028809,81.365753,413.988617,-291.395294,153.956726,259.872162,-328.418884,124.813705,154.357635,-321.684326,-94.038643,680.802063,-334.745667,-51.687016,625.957153,-365.474030,-6.568452,588.522705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7366,-345.045288,81.454590,414.019958,-291.388641,154.004715,259.885712,-328.438202,124.866058,154.369202,-321.852692,-93.900612,680.887390,-334.752838,-51.594769,626.183655,-365.522278,-6.314722,588.665283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7367,-345.061127,81.478218,414.063416,-291.427155,154.019943,259.890900,-328.449066,124.852806,154.409805,-321.952728,-93.847755,681.034180,-334.737518,-51.558372,626.324524,-365.604858,-6.156779,588.795471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7368,-345.063934,81.454948,414.077820,-291.405121,154.045364,259.924194,-328.485596,124.876007,154.394608,-321.972473,-93.835052,681.104858,-334.727173,-51.556614,626.416565,-365.647369,-6.092992,588.877319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7369,-345.021637,81.483017,414.064636,-291.373169,154.030319,259.933258,-328.454681,124.872414,154.415955,-321.953644,-93.834702,681.120239,-334.750916,-51.547855,626.441956,-365.635590,-6.119993,588.910767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7370,-344.972443,81.452553,414.073792,-291.366211,154.025101,259.882660,-328.397369,124.855217,154.360123,-321.904419,-93.918442,681.121399,-334.745209,-51.588245,626.378662,-365.624603,-6.266568,588.865417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7371,-344.938019,81.374306,414.020905,-291.374359,153.968552,259.825043,-328.397736,124.831032,154.378891,-321.851868,-94.052666,681.085144,-334.758453,-51.653393,626.252991,-365.580811,-6.553484,588.814575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7372,-344.968048,81.292633,413.908539,-291.299316,153.913818,259.845490,-328.385132,124.783768,154.332153,-321.724884,-94.211281,681.107117,-334.780090,-51.794209,626.134583,-365.475525,-6.935727,588.699097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7373,-344.875946,81.196632,413.790497,-291.272003,153.809952,259.748993,-328.363525,124.732010,154.347595,-321.491547,-94.445946,681.091187,-334.749542,-51.992970,625.987488,-365.398407,-7.234483,588.606506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7374,-344.786926,81.085220,413.686279,-291.267700,153.734360,259.669189,-328.296906,124.636368,154.279633,-321.185516,-94.795624,681.123474,-334.643494,-52.279652,625.787476,-365.363953,-7.537519,588.448792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7375,-344.684265,80.950165,413.567657,-291.159973,153.564880,259.644318,-328.230560,124.545143,154.231659,-320.764679,-95.241470,681.044312,-334.448212,-52.686535,625.600891,-365.302521,-7.778157,588.210510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7376,-344.575989,80.798363,413.410675,-291.034088,153.377655,259.587372,-328.209503,124.453621,154.196106,-320.309845,-95.669151,680.809143,-334.222687,-53.067745,625.545837,-365.203186,-7.918125,587.906128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7377,-344.364655,80.611191,413.281494,-290.899841,153.158386,259.478546,-327.993347,124.516701,154.043732,-319.898804,-96.079269,680.445313,-333.561676,-52.955471,625.528503,-365.302765,-7.512397,588.602295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7378,-344.084686,80.367043,413.170807,-290.695129,152.940033,259.363373,-327.987915,124.355415,154.013367,-319.599640,-96.512070,680.049133,-333.191925,-53.298595,625.553772,-365.183289,-7.631442,588.477234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7379,-343.777405,80.148499,413.121704,-290.503204,152.741531,259.274536,-327.969452,124.218910,153.965271,-319.480255,-96.932732,679.789917,-333.167206,-54.232109,625.225952,-364.751526,-8.575371,587.237793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7380,-343.511200,79.950264,413.084686,-290.301636,152.480087,259.205688,-327.901031,124.062019,153.925674,-319.413391,-97.316757,679.425842,-332.773773,-54.751339,625.061646,-364.351746,-9.023585,587.064819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7381,-343.289490,79.694664,412.991577,-290.106842,152.181885,259.176422,-327.798431,123.994965,153.824402,-319.252594,-97.894974,679.030701,-332.219635,-55.238400,624.830444,-363.888763,-9.440393,586.977600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7382,-343.063812,79.443871,412.960663,-289.876495,151.938080,259.160217,-327.737946,123.832169,153.769592,-318.968781,-98.529251,678.815002,-331.766235,-55.627384,624.650940,-363.327728,-9.915737,586.890808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7383,-342.801880,79.140755,412.928528,-289.665100,151.736923,259.147522,-327.700165,123.711250,153.763504,-318.431915,-99.189301,678.606689,-331.397186,-56.001114,624.488892,-363.014954,-10.433803,586.924622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7384,-342.561890,78.792076,412.915619,-289.493958,151.526886,259.151428,-327.682190,123.549171,153.738098,-318.013550,-99.744072,678.428040,-331.040100,-56.530800,624.201843,-362.821106,-11.026454,587.044434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7385,-342.210754,78.342987,412.879242,-289.328094,151.339523,259.186279,-327.615295,123.406586,153.706223,-317.662689,-100.207466,678.323364,-330.651581,-57.114281,623.823425,-362.491211,-11.556021,587.008057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7386,-341.845398,77.905281,412.915527,-289.187347,151.166718,259.158661,-327.610748,123.276657,153.642639,-317.216614,-100.761818,678.226196,-330.404999,-57.541878,623.444458,-362.053558,-12.084473,586.770264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7387,-341.518585,77.463043,412.900909,-289.130249,151.029022,259.086182,-327.557617,123.111847,153.646683,-316.529175,-101.342476,678.016724,-330.292572,-57.894073,623.072937,-361.537567,-12.762525,586.402283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7388,-341.299103,77.132561,412.884430,-289.064148,150.845795,259.007813,-327.524170,122.993813,153.639557,-316.007050,-101.802422,677.563782,-329.998932,-58.503983,622.930969,-361.144562,-13.402755,586.143921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7389,-341.086731,76.824219,412.817352,-288.978638,150.719681,258.983612,-327.504944,122.850357,153.623276,-315.677887,-102.317551,676.925232,-329.358978,-59.298409,622.801331,-360.756592,-13.845339,585.877563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7390,-340.886078,76.606445,412.730713,-288.875397,150.590759,258.877045,-327.486389,122.706703,153.595078,-315.374054,-102.824982,676.417053,-328.702881,-60.135075,622.639893,-360.207428,-14.270341,585.679749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7391,-340.699799,76.423798,412.634796,-288.798920,150.453262,258.817444,-327.382050,122.700127,153.530472,-315.111938,-103.417412,676.106750,-328.299866,-60.758991,622.491089,-359.712616,-14.627962,585.437927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7392,-340.591034,76.232040,412.472717,-288.734497,150.334351,258.738586,-327.273376,122.649216,153.482346,-314.737274,-104.092278,675.837097,-327.836090,-60.597569,622.735779,-359.537720,-14.902096,586.645325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7393,-340.454254,75.967621,412.361115,-288.684723,150.209579,258.662781,-327.180237,122.630592,153.437500,-314.234650,-104.882080,675.787415,-327.786987,-61.357254,622.147278,-358.980347,-16.165777,585.627502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7394,-340.266724,75.687973,412.202423,-288.617493,150.089996,258.559967,-327.074860,122.526100,153.409149,-313.710632,-105.408234,675.773193,-327.415436,-61.891636,621.866516,-358.791656,-16.433363,585.308289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7395,-340.091125,75.402077,412.007965,-288.523895,149.915588,258.435730,-326.947540,122.445923,153.368607,-313.336914,-105.914246,675.531494,-326.966888,-62.326744,621.553650,-358.649292,-16.374985,584.973328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7396,-339.941223,75.212875,411.772766,-288.463623,149.796265,258.356201,-326.902710,122.374847,153.343079,-313.125916,-106.294945,675.263733,-326.700256,-62.628178,621.371216,-358.539246,-16.476885,584.688843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7397,-339.819336,75.005287,411.559052,-288.451752,149.700653,258.272064,-326.816559,122.312393,153.287216,-312.903198,-106.687523,675.032471,-326.547974,-62.892765,620.854126,-358.304413,-16.702568,584.335876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7398,-339.709198,74.799538,411.375641,-288.427704,149.630630,258.209045,-326.753784,122.267448,153.219925,-312.604614,-107.020569,674.827759,-326.247375,-63.244747,620.881775,-357.985657,-17.141554,583.987549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7399,-339.563354,74.531151,411.309113,-288.392029,149.533325,258.190247,-326.717224,122.223969,153.177719,-312.072144,-107.330193,674.566223,-325.834900,-63.679703,621.073547,-357.766479,-17.535620,583.815552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7400,-339.401123,74.198158,411.305298,-288.377747,149.462250,258.145599,-326.700073,122.130966,153.163467,-311.476501,-107.643616,674.324036,-325.426941,-64.291656,620.953674,-357.434113,-17.941936,583.704651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7401,-339.233612,73.957848,411.243927,-288.290405,149.359116,258.142731,-326.665771,122.021355,153.165848,-310.992065,-107.964943,674.041443,-324.988129,-64.881378,620.723206,-357.007965,-18.293667,583.449097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7402,-339.023956,73.686119,411.138092,-288.120300,149.256500,258.136993,-326.589539,121.956032,153.101135,-310.651062,-108.265991,673.720642,-324.744598,-65.424568,620.505615,-356.704834,-18.735374,583.330505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7403,-338.799438,73.403610,411.046631,-288.030090,149.178848,258.109680,-326.531250,121.923508,153.038223,-310.308228,-108.681641,673.424866,-324.600647,-65.766312,620.322998,-356.456268,-19.308268,583.362671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7404,-338.620605,73.162025,410.982330,-287.962524,149.129425,258.075165,-326.485962,121.896660,152.969849,-310.137299,-109.204391,673.160583,-324.546326,-65.938019,620.088318,-356.243073,-19.816683,583.377136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7405,-338.525604,72.929451,410.960541,-287.941162,149.077789,258.086914,-326.467102,121.819778,152.984161,-310.003326,-109.687355,672.937195,-324.527618,-66.078011,619.846313,-356.197906,-20.222147,583.411987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7406,-338.463348,72.753098,410.922791,-287.906921,149.028595,258.069305,-326.420593,121.809654,152.953308,-310.026947,-110.108040,672.734131,-324.509460,-66.276108,619.575073,-356.065796,-20.568638,583.239868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7407,-338.358582,72.594223,410.906403,-287.855103,148.962158,258.085968,-326.423828,121.753860,152.961792,-310.006897,-110.502251,672.634338,-324.403198,-66.459709,619.290955,-355.918152,-20.804729,583.120117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7408,-338.231598,72.431793,410.868591,-287.722076,148.865540,258.104523,-326.351685,121.696205,152.913818,-309.906250,-110.842911,672.589233,-324.308258,-66.692986,619.031616,-355.778351,-21.054287,582.997986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7409,-338.071167,72.241127,410.803131,-287.561920,148.776840,258.090424,-326.258606,121.689407,152.843246,-309.709137,-111.165535,672.491455,-324.179413,-66.913963,618.806519,-355.584015,-21.291636,582.850098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7410,-337.908661,72.110214,410.786530,-287.473511,148.706726,258.060333,-326.232025,121.665543,152.779419,-309.551514,-111.488159,672.319763,-324.057739,-67.074875,618.657593,-355.418121,-21.534473,582.784668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7411,-337.825775,71.974503,410.715057,-287.398254,148.633636,258.051422,-326.197693,121.660736,152.767426,-309.397034,-111.786034,672.213135,-323.988251,-67.358452,618.686218,-355.070038,-21.703724,582.849121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7412,-337.763672,71.798058,410.685120,-287.344177,148.571762,258.086761,-326.135742,121.631432,152.788483,-309.259064,-111.990891,672.105408,-323.817902,-67.583374,618.638000,-354.916687,-21.894764,582.786316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7413,-337.728363,71.725319,410.679474,-287.287048,148.517700,258.116608,-326.125336,121.600388,152.800079,-309.155060,-112.126129,671.979065,-323.608093,-67.787987,618.600830,-354.836029,-22.018980,582.804504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7414,-337.683716,71.621124,410.625549,-287.209961,148.449081,258.119904,-326.167847,121.584633,152.690277,-309.038269,-112.228188,671.895508,-323.373230,-68.072273,618.542053,-354.760712,-22.115820,582.781189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7415,-337.597382,71.528542,410.575775,-287.136536,148.359116,258.106964,-326.135651,121.571625,152.671738,-308.900696,-112.324303,671.783386,-323.006073,-67.720154,619.189636,-355.020874,-21.328417,583.875000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7416,-337.550446,71.453049,410.541351,-287.073120,148.298370,258.113770,-326.087677,121.562889,152.669754,-308.779907,-112.376778,671.692932,-322.842987,-67.903648,619.278381,-355.093018,-21.222576,583.988953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7417,-337.507294,71.384644,410.515411,-287.018555,148.238983,258.115570,-326.062073,121.534828,152.634201,-308.671997,-112.409294,671.650269,-322.854340,-68.650650,618.559753,-354.610413,-22.111275,582.667969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
