Naveen Cal 08
Date:,2014/09/26
Time:,13:12:22
Type:,toppler2
Description:,""
Notes:,""

TRAJECTORIES
120.000000,Hz
,leg1,,,leg2,,,leg3,,,torso1,,,torso2,,,torso3,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,*13,,,*14,,,*15,,,*16,,,*17,,,*18,,,*19,,,*20,,,*21,,,*22,,,*23,,,*24,,,*25,,,*26,,,*27,,,*28,,,*29,,,*30,,,*31,,,*32,,,*33,,,*34,,,*35,,,*36,,,*37,,,*38,,,*39,,,*40,,,*41,,,*42,,,*43,,,*44,,,*45,,,*46,,,*47
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
7309,-309.588043,35.606754,406.468292,-270.773041,125.750282,258.630463,-316.542511,108.965225,153.931778,-262.005035,-172.604752,643.239502,-280.975342,-123.042732,596.484436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7310,-310.436462,36.790417,406.728790,-271.311493,126.395950,258.355896,-316.810181,109.191994,153.983643,-262.745941,-170.766327,643.881104,-283.261078,-121.189651,596.963440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7311,-311.273743,37.516037,407.111389,-271.959351,127.288483,258.012390,-317.199066,109.412163,154.038452,-264.158722,-169.289261,644.378784,-284.215637,-120.122124,597.925964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7312,-312.184418,38.609818,407.174164,-272.553619,128.117798,258.004364,-317.585358,109.804794,153.893585,-265.453766,-167.494110,645.587402,-284.282166,-118.197166,599.129089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7313,-313.031433,39.770103,407.208038,-272.872620,128.658676,258.159637,-318.075439,110.341827,153.674164,-266.579926,-165.698746,646.069336,-284.938324,-116.898193,599.798828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7314,-313.721741,41.067947,407.207794,-272.941284,129.318588,258.767029,-318.615326,110.967537,153.386749,-268.642670,-163.884720,647.235718,-286.532318,-115.834496,600.393127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7315,-314.308228,41.803974,407.385712,-273.253265,130.061584,259.227631,-319.121613,111.351212,153.277054,-269.727661,-162.887161,647.244873,-288.153381,-114.162621,600.517944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-581.914429,13.252700,21.427929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7316,-315.170837,42.747368,407.529022,-273.812500,130.869156,259.188446,-319.476257,111.746407,153.120972,-271.096497,-161.020920,648.457886,-288.698853,-112.288536,601.697327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-581.272583,13.199553,20.885559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7317,-316.204437,43.940987,407.595123,-274.601837,131.760864,258.867767,-319.712219,111.971489,153.044922,-272.297119,-159.188004,648.776245,-289.764557,-110.428864,602.226563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-580.971130,13.304932,20.463818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7318,-317.086578,44.919449,407.501740,-275.489136,132.215759,258.272797,-319.892548,112.128365,153.069977,-273.942108,-157.977066,649.571777,-292.337097,-109.190376,602.118896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-581.155090,12.870226,20.471832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7319,-317.857422,45.995373,407.427338,-276.074677,132.595169,258.149506,-320.101624,112.425346,153.048706,-274.984772,-155.960571,649.562927,-293.392151,-107.833679,602.043823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7320,-318.666870,47.264130,407.393250,-276.616455,133.037308,258.446838,-320.319763,112.751976,153.009354,-276.205750,-153.867050,650.714722,-295.242859,-105.722961,602.444702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7321,-319.662079,48.491211,407.470520,-277.112579,133.663284,258.739441,-320.506561,113.072830,152.979553,-278.569916,-153.208435,652.163940,-295.269379,-104.215904,603.983582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7322,-320.474823,49.478779,407.857056,-277.726227,134.611740,258.839111,-320.779755,113.537910,152.781433,-280.103241,-151.107010,652.773438,-296.472595,-102.776283,604.908875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7323,-321.103516,50.405422,408.090240,-278.237793,135.519638,258.509277,-321.013184,114.036430,152.532074,-280.555145,-149.142700,652.644714,-298.037445,-101.139534,604.688049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7324,-321.791962,51.421421,408.047882,-278.632111,136.299927,258.161255,-321.340302,114.624794,152.293716,-282.854919,-147.932693,654.092712,-298.961609,-99.679756,604.894348,-328.579407,-58.433441,575.538818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7325,-322.682526,52.838448,408.036072,-278.931000,136.755081,258.003845,-321.716797,115.253227,152.075867,-283.798065,-145.681610,654.571533,-300.007263,-97.784370,605.315247,-330.663635,-55.383633,574.182068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7326,-323.742371,53.990936,407.858582,-279.254730,137.245941,258.118988,-322.084717,115.728271,151.978043,-284.576874,-143.901886,654.978210,-300.762726,-96.017685,606.731689,-332.971741,-51.829750,573.774170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7327,-324.583527,54.727180,407.754669,-279.742584,137.737579,258.110107,-322.283905,115.902245,152.079803,-286.585175,-142.621689,655.519714,-301.978912,-94.994965,607.760681,-335.437592,-49.334339,573.544067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7328,-325.446930,55.817909,407.875549,-280.643921,138.379623,257.869781,-322.487793,115.978767,152.296768,-288.122559,-140.489975,656.736755,-303.221924,-93.085014,607.209656,-335.995117,-48.161209,574.906616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7329,-326.480164,57.179996,407.936401,-281.444977,139.081589,257.047668,-322.783875,116.070084,152.379166,-289.173462,-138.943588,657.222412,-304.820831,-91.917442,607.910522,-336.469147,-47.647022,575.781250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7330,-327.283020,58.215698,408.268188,-282.500519,139.847626,256.484741,-323.081085,116.268089,152.446579,-290.101013,-136.736313,657.416260,-306.139679,-90.126572,608.303406,-337.015106,-46.602921,575.989563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7331,-328.227631,59.352341,408.345673,-282.494781,140.545410,256.609161,-323.309387,116.593948,152.614578,-291.484192,-135.244095,658.528992,-307.898621,-88.164810,608.631592,-339.354889,-43.372082,576.024109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7332,-328.761566,60.189594,408.294250,-282.825134,141.111786,256.764404,-323.539154,117.106483,152.747833,-292.666321,-133.465561,659.464172,-308.823425,-87.115097,609.080261,-341.286835,-41.255985,575.292480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7333,-329.597626,61.431099,408.181000,-283.143402,141.709061,256.908173,-323.975830,117.867035,152.640320,-293.543976,-131.262695,659.513367,-310.287170,-85.079880,609.300049,-342.047943,-39.548824,576.356628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7334,-330.378296,62.445019,408.397491,-283.423401,142.286758,256.790222,-324.348511,118.427055,152.445328,-295.158417,-129.866608,660.111938,-310.941040,-83.483963,610.190918,-342.736664,-37.642311,575.276123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7335,-331.519318,63.534695,408.438660,-283.879822,143.144897,256.744415,-324.639801,118.896805,152.208725,-296.848022,-128.375046,661.067200,-311.654633,-82.161934,610.941833,-344.236511,-36.524574,576.208069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7336,-332.463928,64.488983,408.358551,-284.542389,144.097717,256.968353,-324.919678,119.290154,152.026627,-297.941681,-126.276787,661.921204,-313.660309,-80.477173,611.188599,-345.729797,-35.607738,577.684509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7337,-333.604218,65.550888,408.409180,-285.136200,144.696259,257.119415,-325.151825,119.694542,152.021713,-298.959198,-124.371834,662.555786,-314.432709,-78.899673,611.429138,-347.005676,-33.785172,578.064636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7338,-334.368103,66.366867,408.601776,-285.457977,145.095139,257.403961,-325.305939,120.001381,152.119141,-300.406799,-123.043259,663.192383,-315.298523,-77.438828,612.537720,-348.054565,-32.062954,578.172729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7339,-334.779419,67.288757,409.108154,-285.664703,145.479385,257.794434,-325.471466,120.250229,152.283203,-302.172089,-121.648277,663.866211,-316.732178,-75.555092,612.890808,-349.285278,-30.002846,577.533691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7340,-335.334106,68.394012,409.395782,-285.966248,146.022888,258.193237,-325.681152,120.506058,152.495926,-302.927612,-119.646675,664.982788,-317.970612,-74.301033,613.946228,-350.691803,-28.598848,579.535828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7341,-336.011444,69.433434,409.628357,-286.273987,146.564072,258.490326,-325.981689,120.709610,152.701538,-303.625458,-117.921280,665.947876,-318.903198,-72.798332,613.938354,-351.822388,-27.857996,580.203674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7342,-336.964905,70.423309,409.705078,-286.593445,147.235611,258.589661,-326.251495,120.881241,152.920898,-305.483093,-116.335236,666.623352,-320.954651,-71.472267,614.710388,-352.705048,-26.203629,580.434387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7343,-337.650787,71.031364,409.995392,-287.012482,147.785248,258.551117,-326.518921,121.045624,153.113693,-306.536499,-115.137589,667.602356,-321.614929,-70.032600,615.500854,-353.476990,-23.992928,580.076782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7344,-337.975708,71.402939,410.510254,-287.486298,148.301987,258.460052,-326.702728,121.176224,153.269226,-307.558533,-113.616936,668.307434,-322.541351,-68.900139,616.449341,-354.855530,-22.198111,580.755798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7345,-338.452209,72.096443,410.865326,-288.005219,148.775665,258.278778,-326.858917,121.337120,153.397049,-308.619843,-111.755486,669.378601,-323.969269,-67.588203,616.702515,-355.396149,-21.311722,581.853088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7346,-339.072449,72.878014,411.093414,-288.379639,149.094345,258.203308,-327.018463,121.507492,153.512177,-310.023560,-110.467117,670.322876,-324.911987,-66.273773,617.577637,-355.907410,-20.740662,582.356384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7347,-339.768311,73.752335,411.280060,-288.631927,149.299362,258.249542,-327.146301,121.708801,153.585266,-311.273804,-109.453331,670.972351,-325.517334,-65.305885,618.334351,-357.356201,-19.562107,582.587891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7348,-340.390137,74.598434,411.547363,-288.788330,149.587769,258.403900,-327.285522,121.901657,153.642059,-312.278656,-108.097458,671.561707,-326.560760,-63.900417,618.673950,-358.112244,-17.901281,582.698364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7349,-340.676361,75.294876,411.983185,-288.910767,149.911224,258.684937,-327.422394,122.084846,153.648300,-313.210602,-106.697113,672.675171,-327.566071,-62.214706,619.543457,-359.186218,-16.451830,583.467346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7350,-341.007690,75.891098,412.319824,-289.039337,150.181946,258.858032,-327.518707,122.385239,153.638382,-314.211517,-105.637627,673.680725,-327.930023,-61.567974,620.213623,-359.766815,-15.757208,583.904419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7351,-341.263031,76.388367,412.631653,-289.148071,150.433319,258.987457,-327.595642,122.602676,153.632416,-315.273743,-104.212326,674.104309,-328.504456,-60.115231,621.589844,-361.055450,-13.655599,585.181580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7352,-341.504608,76.812317,412.821381,-289.263611,150.697891,259.177307,-327.713989,122.887459,153.668549,-316.022797,-103.336441,674.759705,-329.779724,-59.690937,621.242004,-361.835114,-13.079190,584.196594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7353,-341.913330,77.377129,412.915863,-289.375244,150.987656,259.280334,-327.771332,123.116394,153.729935,-316.610107,-102.360939,675.240417,-330.751343,-58.532291,621.640564,-362.165710,-12.997926,584.772461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7354,-342.523682,78.133957,412.934296,-289.530945,151.242157,259.412476,-327.825348,123.343307,153.796555,-317.391510,-101.150208,676.089233,-330.996643,-57.793186,622.161011,-362.630859,-12.327894,585.686401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7355,-342.981750,78.777153,412.965637,-289.758820,151.526291,259.397003,-327.882355,123.553505,153.846344,-318.244690,-99.993423,677.127441,-331.292297,-56.929123,622.681885,-363.195526,-11.181023,586.331421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7356,-343.329132,79.261505,413.009521,-290.049683,151.875931,259.383667,-327.982239,123.764397,153.944336,-318.715088,-99.272720,677.523621,-331.871155,-55.969128,623.354980,-363.720459,-10.192055,586.567017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7357,-343.620819,79.684471,413.102142,-290.327179,152.242096,259.398193,-328.036835,123.918449,153.994751,-319.325317,-98.347816,677.817627,-332.468323,-55.323231,623.980408,-364.122467,-9.158544,586.292297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7358,-343.890808,80.043694,413.149719,-290.527344,152.563843,259.396240,-328.080231,124.074974,154.058762,-319.812775,-97.743797,678.218933,-332.936981,-54.797691,624.422913,-364.597534,-8.512191,586.430176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7359,-344.225983,80.281654,413.227539,-290.776123,152.849136,259.490662,-328.144897,124.251602,154.094910,-319.998596,-97.257507,678.681580,-333.348053,-54.168232,624.772888,-364.840332,-8.124016,586.627136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7360,-344.588409,80.602097,413.298279,-290.973053,153.089661,259.560974,-328.202515,124.348740,154.172897,-320.047211,-96.477829,679.107361,-333.493439,-53.040249,625.301819,-365.305908,-7.456393,588.213928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7361,-344.782379,80.833405,413.473175,-291.164856,153.338333,259.685791,-328.263794,124.472519,154.255692,-320.204559,-95.763100,679.540466,-334.217743,-53.018677,625.138672,-365.250885,-7.844363,587.594727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7362,-344.874603,80.983727,413.618530,-291.269928,153.539322,259.792877,-328.331512,124.594833,154.270599,-320.612122,-95.159172,680.061218,-334.515259,-52.633698,625.247925,-365.292999,-7.609370,587.788635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7363,-344.931458,81.123672,413.781403,-291.351929,153.752319,259.819519,-328.340332,124.640984,154.337601,-321.055939,-94.632843,680.448669,-334.660065,-52.190468,625.403687,-365.418335,-7.253416,588.146179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
